¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002899.SZ,”¢≈…Àπ,20170915,,19.26,23.11,19.26,23.11,13278,303584,7.06,43.9875,22.8637,0.0443,693300000,,2773200000,30000000,0,120000000,32.5533,5.929,3.5615,40.6521,
002899.SZ,”¢≈…Àπ,20170918,23.11,25.42,25.42,25.42,25.42,1918,48755,2.31,9.9957,25.4197,0.0064,762600000,,3050400000,30000000,0,120000000,35.8072,6.5217,3.9175,44.7156,
002899.SZ,”¢≈…Àπ,20170919,25.42,27.96,27.96,27.96,27.96,4500,125820,2.54,9.9921,27.96,0.015,838800000,,3355200000,30000000,0,120000000,39.3851,7.1734,4.309,49.1836,
002899.SZ,”¢≈…Àπ,20170920,27.96,30.76,30.76,30.76,30.76,3600,110736,2.8,10.0143,30.76,0.012,922800000,,3691200000,30000000,0,120000000,43.3292,7.8917,4.7405,54.109,
002899.SZ,”¢≈…Àπ,20170921,30.76,33.84,33.84,33.84,33.84,13350,451764,3.08,10.013,33.84,0.0445,1015200000,,4060800000,30000000,0,120000000,47.6678,8.6819,5.2152,59.527,
002899.SZ,”¢≈…Àπ,20170922,33.84,37.22,37.22,37.22,37.22,65264,2429126,3.38,9.9882,37.22,0.2175,1116600000,,4466400000,30000000,0,120000000,52.4289,9.5491,5.7361,65.4726,
002899.SZ,”¢≈…Àπ,20170925,37.22,40.94,40.94,40.94,40.94,70554,2888480,3.72,9.9946,40.94,0.2352,1228200000,,4912800000,30000000,0,120000000,57.669,10.5035,6.3093,72.0164,
002899.SZ,”¢≈…Àπ,20170926,40.94,45.03,45.03,45.03,45.03,154204,6943806,4.09,9.9902,45.03,0.514,1350900000,,5403600000,30000000,0,120000000,63.4303,11.5528,6.9397,79.211,
002899.SZ,”¢≈…Àπ,20170927,45.03,45.03,45.03,45.03,45.03,,,0,0,,,1350900000,,5403600000,30000000,0,120000000,63.4303,11.5528,6.9397,79.211,
002899.SZ,”¢≈…Àπ,20170928,45.03,45.03,45.03,45.03,45.03,,,0,0,,,1350900000,,5403600000,30000000,0,120000000,63.4303,11.5528,6.9397,79.211,
002899.SZ,”¢≈…Àπ,20170929,45.03,47.11,49.53,45.05,45.83,14093378,671045013,0.8,1.7766,47.6142,46.9779,1374900000,,5499600000,30000000,0,120000000,64.5572,11.758,7.063,80.6182,
002899.SZ,”¢≈…Àπ,20171009,45.83,44.53,45.83,41.25,41.29,10529209,444648410,-4.54,-9.9062,42.23,35.0974,1238700000,,4954800000,30000000,0,120000000,58.162,10.5933,6.3633,72.632,
002899.SZ,”¢≈…Àπ,20171010,41.29,40.61,43.34,40.61,42.95,8184597,347329157,1.66,4.0203,42.4369,27.282,1288500000,,5154000000,30000000,0,120000000,60.5003,11.0191,6.6191,75.5521,
002899.SZ,”¢≈…Àπ,20171011,42.95,42.1,47.25,41.3,45.86,10003815,436301710,2.91,6.7753,43.6135,33.346,1375800000,,5503200000,30000000,0,120000000,64.5994,11.7657,7.0676,80.671,
002899.SZ,”¢≈…Àπ,20171012,45.86,45,45.6,42.52,43.5,5881760,257288603,-2.36,-5.1461,43.7435,19.6059,1305000000,,5220000000,30000000,0,120000000,61.2751,11.1603,6.7039,76.5196,
002899.SZ,”¢≈…Àπ,20171013,43.5,43.05,44.72,42,42.88,5174583,224011312,-0.62,-1.4253,43.2907,17.2486,1286400000,,5145600000,30000000,0,120000000,60.4017,11.0012,6.6083,75.429,
002899.SZ,”¢≈…Àπ,20171016,42.88,41.99,45.33,41,43.6,6023543,259048877,0.72,1.6791,43.0061,20.0785,1308000000,,5232000000,30000000,0,120000000,61.4159,11.1859,6.7193,76.6955,
002899.SZ,”¢≈…Àπ,20171017,43.6,42.8,46.45,42.04,45.04,8063368,361022203,1.44,3.3028,44.7731,26.8779,1351200000,,5404800000,30000000,0,120000000,63.4443,11.5554,6.9412,79.2286,
002899.SZ,”¢≈…Àπ,20171018,45.04,44.27,49.3,43.5,47.51,10083089,464532846,2.47,5.484,46.0705,33.6103,1425300000,,5701200000,30000000,0,120000000,66.9236,12.1891,7.3219,83.5735,
002899.SZ,”¢≈…Àπ,20171019,47.51,46.08,49.04,45.68,45.8,8453152,399112961,-1.71,-3.5992,47.2147,28.1772,1374000000,,5496000000,30000000,0,120000000,64.5149,11.7503,7.0583,80.5655,
002899.SZ,”¢≈…Àπ,20171020,45.8,44.41,44.79,41.52,42.24,7424404,318517755,-3.56,-7.7729,42.9015,24.748,1267200000,,5068800000,30000000,0,120000000,59.5002,10.837,6.5097,74.3032,
002899.SZ,”¢≈…Àπ,20171023,42.24,40.24,41.65,40.2,41.06,4535138,185808111,-1.18,-2.7936,40.9708,15.1171,1231800000,,4927200000,30000000,0,120000000,57.5119,5.3042,6.3278,72.2275,
002899.SZ,”¢≈…Àπ,20171024,41.06,41.04,41.63,39.08,39.28,4151781,167226965,-1.78,-4.3351,40.2784,13.8393,1178400000,,4713600000,30000000,0,120000000,55.0187,5.0743,6.0535,69.0963,
002899.SZ,”¢≈…Àπ,20171025,39.28,38.59,39.57,38.59,39.37,2293053,90024221,0.09,0.2291,39.2595,7.6435,1181100000,,4724400000,30000000,0,120000000,55.1448,5.0859,6.0674,69.2546,
002899.SZ,”¢≈…Àπ,20171026,39.37,39.8,39.8,38.72,39.15,2186816,85495783,-0.22,-0.5588,39.096,7.2894,1174500000,,4698000000,30000000,0,120000000,54.8366,5.0575,6.0335,68.8676,
002899.SZ,”¢≈…Àπ,20171027,39.15,39.2,39.49,37.68,37.8,2249398,87009963,-1.35,-3.4483,38.6814,7.498,1134000000,,4536000000,30000000,0,120000000,52.9457,4.8831,5.8254,66.4929,
002899.SZ,”¢≈…Àπ,20171030,37.8,37.5,37.5,34.77,35.13,2797381,99872290,-2.67,-7.0635,35.7021,9.3246,1053900000,,4215600000,30000000,0,120000000,49.2059,4.5382,5.414,61.7962,
002899.SZ,”¢≈…Àπ,20171031,35.13,35.12,35.65,34.9,35.46,1550089,54878540,0.33,0.9394,35.4035,5.167,1063800000,,4255200000,30000000,0,120000000,49.6681,4.5808,5.4648,62.3767,
