代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
002036.SZ,联创电子,20070104,15.1595,15.2357,15.388,14.8548,14.8929,1509828,11942154.7,-0.2666,-1.7588,7.9096,2.7615,427558500,,878659110,54675000,0,112360500,34.4224,2.8382,3.4669,-52.7628,
002036.SZ,联创电子,20070105,14.8929,14.8358,15.5975,14.7786,15.5594,1717669,13724441.9,0.6666,4.4757,7.9902,3.1416,446694750,,917985285,54675000,0,112360500,35.9631,2.9653,3.6221,-55.1243,
002036.SZ,联创电子,20070108,15.5594,15.7118,16.0546,15.4452,16.0356,2107000,17534931.6,0.4761,3.06,8.3222,3.8537,460363500,,946075410,54675000,0,112360500,37.0635,3.056,3.7329,-56.8111,
002036.SZ,联创电子,20070109,16.0356,16.1879,16.1879,15.8261,15.9022,1855438,15568711.6,-0.1333,-0.8314,8.3909,3.3936,456536250,,938210175,54675000,0,112360500,36.7554,3.0306,3.7019,-56.3388,
002036.SZ,联创电子,20070110,15.9022,15.9022,16.6831,15.8642,16.645,2404137,20459350,0.7427,4.6707,8.5101,4.3971,477859500,,982030770,54675000,0,112360500,38.4721,3.1721,3.8748,-58.9702,
002036.SZ,联创电子,20070111,16.645,16.6069,16.9116,16.207,16.2831,1945712,16888866.9,-0.3618,-2.1739,8.68,3.5587,467471250,,960682275,54675000,0,112360500,37.6358,3.1032,3.7906,-57.6882,
002036.SZ,联创电子,20070112,16.2831,16.1498,16.4545,15.3309,15.35,1850000,15397042.6,-0.9332,-5.731,8.3227,3.3836,440680500,,905625630,54675000,0,112360500,35.4789,2.9253,3.5733,-54.3821,
002036.SZ,联创电子,20070115,15.35,15.388,16.3403,15.2928,16.2641,1558300,13020083,0.9141,5.9553,8.3553,2.8501,466924500,,959558670,54675000,0,112360500,37.5918,3.0996,3.7861,-57.6207,
002036.SZ,联创电子,20070116,16.2641,16.3593,16.6259,16.0546,16.5117,2336807,20074328.5,0.2476,1.5222,8.5905,4.274,474032250,,974165535,54675000,0,112360500,38.164,3.1467,3.8438,-58.4979,
002036.SZ,联创电子,20070117,16.5117,16.5498,17.7877,16.4926,17.083,5118482,45999891.3,0.5713,3.4602,8.987,9.3616,490434750,,1007873685,54675000,0,112360500,39.4845,3.2556,3.9768,-60.522,
