´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
600819.SH,Ò«Æ¤²£Á§,20070104,12.5426,12.5743,12.7648,12.2568,12.479,1962542,7704191,-0.0635,-0.5063,3.9256,3.1013,248695725.15,524065018.09,2873812822.26,63281355,187500002,731250082,180.1212,1.4969,1.5207,20.5571,
600819.SH,Ò«Æ¤²£Á§,20070105,12.479,12.3838,12.9871,12.2568,12.8283,1586109,6271769,0.3493,2.799,3.9542,2.5064,255656674.2,527154755.623,2954250331.28,63281355,187500002,731250082,185.1628,1.5388,1.5632,21.1325,
600819.SH,Ò«Æ¤²£Á§,20070108,12.8283,12.8283,13.2094,12.6378,13.1776,2511362,10237979,0.3493,2.7228,4.0767,3.9686,262617623.25,547921693.3445,3034687840.3,63281355,187500002,731250082,190.2044,1.5807,1.6058,21.7079,
600819.SH,Ò«Æ¤²£Á§,20070109,13.1776,13.2729,13.4634,13.0824,13.3046,2113699,8810920,0.127,0.9639,4.1685,3.3402,265148877.45,557769718.4495,3063937843.58,63281355,187500002,731250082,192.0377,1.5959,1.6213,21.9171,
600819.SH,Ò«Æ¤²£Á§,20070110,13.3046,13.3681,13.7174,13.2094,13.6222,2436166,10364387,0.3175,2.3866,4.2544,3.8497,271477012.95,562183205.9966,3137062851.78,63281355,187500002,731250082,196.6209,1.634,1.66,22.4402,
600819.SH,Ò«Æ¤²£Á§,20070111,13.6222,13.7174,14.1302,13.3681,13.5269,3203147,14060915,-0.0953,-0.6993,4.3897,5.0618,269578572.3,600910262.6597,3115125349.32,63281355,187500002,731250082,195.2459,1.6226,1.6484,22.2832,
600819.SH,Ò«Æ¤²£Á§,20070112,13.5269,13.5269,13.8762,12.7331,12.8283,2476033,10319358,-0.6986,-5.1643,4.1677,3.9127,255656674.2,615807231.5686,2954250331.28,63281355,187500002,731250082,185.1628,1.5388,1.5632,21.1325,
600819.SH,Ò«Æ¤²£Á§,20070115,12.8283,12.8283,13.5269,12.7648,13.5269,1960501,8103661,0.6986,5.4455,4.1335,3.0981,269578572.3,648833856.9209,3115125349.32,63281355,187500002,731250082,195.2459,1.6226,1.6484,22.2832,
600819.SH,Ò«Æ¤²£Á§,20070116,13.5269,13.5587,13.6539,13.2729,13.5904,2558732,10842492,0.0635,0.4695,4.2374,4.0434,270844199.4,619265256.6055,3129750350.96,63281355,187500002,731250082,196.1626,1.6302,1.6561,22.3879,
600819.SH,Ò«Æ¤²£Á§,20070117,13.5904,13.5269,14.2255,13.3999,13.4952,3617090,15686440,-0.0953,-0.7009,4.3368,5.7159,268945758.75,606824406.4728,3107812848.5,63281355,187500002,731250082,194.7876,1.6188,1.6445,22.2309,
600819.SH,Ò«Æ¤²£Á§,20070118,13.4952,13.4316,13.7174,13.2411,13.6222,1871020,7952685,0.127,0.9412,4.2505,2.9567,271477012.95,613802219.0472,3137062851.78,63281355,187500002,731250082,196.6209,1.634,1.66,22.4402,
600819.SH,Ò«Æ¤²£Á§,20070119,13.6222,13.6539,14.162,13.5587,14.1302,3873565,16992633,0.5081,3.7296,4.3868,6.1212,281602029.75,638833956.8142,3254062864.9,63281355,187500002,731250082,203.9541,1.695,1.7219,23.2771,
600819.SH,Ò«Æ¤²£Á§,20070122,14.1302,14.2572,15.0193,14.2572,14.9558,5022023,23009359,0.8256,5.8427,4.5817,7.936,298055182.05,666648757.1109,3444187886.22,63281355,187500002,731250082,215.8705,1.794,1.8225,24.6371,
600819.SH,Ò«Æ¤²£Á§,20070123,14.9558,15.0828,15.4004,14.5748,15.2733,4812082,22741510,0.3175,2.1231,4.7259,7.6043,304383317.55,669695350.8934,3517312894.42,63281355,187500002,731250082,220.4537,1.8321,1.8612,25.1602,
600819.SH,Ò«Æ¤²£Á§,20070124,15.2733,15.2733,15.4004,14.9558,15.0511,2520152,12009944,-0.2223,-1.4553,4.7656,3.9825,299953622.7,657515725.7635,3466125388.68,63281355,187500002,731250082,217.2455,1.8054,1.8341,24.794,
600819.SH,Ò«Æ¤²£Á§,20070125,15.0511,14.9558,14.9876,14.1302,14.2255,2922758,13308847,-0.8256,-5.4852,4.5535,4.6187,283500470.4,623823381.6541,3276000367.36,63281355,187500002,731250082,205.3291,1.7064,1.7335,23.434,
600819.SH,Ò«Æ¤²£Á§,20070126,14.2255,13.8444,14.289,13.3681,14.162,2000157,8702440,-0.0635,-0.4464,4.3509,3.1607,282234843.3,615727019.0678,3261375365.72,63281355,187500002,731250082,204.4124,1.6988,1.7257,23.3294,
600819.SH,Ò«Æ¤²£Á§,20070129,14.162,14.0667,14.7653,14.035,14.5748,3077138,14010038,0.4128,2.9148,4.5529,4.8626,290461419.45,623174481.6472,3356437876.38,63281355,187500002,731250082,210.3706,1.7483,1.7761,24.0094,
600819.SH,Ò«Æ¤²£Á§,20070130,14.5748,14.6065,14.9876,14.4478,14.8288,3465719,16069173,0.254,1.7429,4.6366,5.4767,295523927.85,614102181.5504,3414937882.94,63281355,187500002,731250082,214.0372,1.7788,1.807,24.4279,
600819.SH,Ò«Æ¤²£Á§,20070131,14.8288,14.8288,14.8923,13.6857,13.8444,2448258,11016275,-0.9844,-6.6381,4.4996,3.8688,275906707.8,581861706.2065,3188250357.52,63281355,187500002,731250082,199.8292,1.6607,1.6871,22.8063,
600819.SH,Ò«Æ¤²£Á§,20070201,13.8444,13.7809,14.416,13.6857,14.3525,2712475,12131829,0.5081,3.6697,4.4726,4.2864,286031724.6,582112506.2092,3305250370.64,63281355,187500002,731250082,207.1624,1.7216,1.749,23.6433,
600819.SH,Ò«Æ¤²£Á§,20070202,14.3525,15.1146,15.7814,15.1146,15.7814,5438212,26948751,1.4289,9.9558,4.9554,8.5937,314508334.35,637396769.2989,3634312907.54,63281355,187500002,731250082,227.7869,1.893,1.9231,25.9971,
600819.SH,Ò«Æ¤²£Á§,20070205,15.7814,15.9084,16.1942,14.9241,15.1146,6822095,33407626,-0.6668,-4.2254,4.897,10.7806,301219249.8,614326506.5528,3480750390.32,63281355,187500002,731250082,-468.3876,1.813,1.8418,24.8986,
600819.SH,Ò«Æ¤²£Á§,20070206,15.1146,15.3051,15.5909,14.9241,15.3686,3967600,19053158,0.254,1.6807,4.8022,6.2698,306281758.2,656162725.7491,3539250396.88,63281355,187500002,731250082,-476.2596,1.8435,1.8728,25.3171,
600819.SH,Ò«Æ¤²£Á§,20070207,15.3686,15.4004,15.5591,15.0828,15.4956,3755028,18172311,0.127,0.8264,4.8395,5.9339,308813012.4,650966406.9436,3568500400.16,63281355,187500002,731250082,-480.1957,1.8588,1.8883,25.5263,
600819.SH,Ò«Æ¤²£Á§,20070208,15.4956,15.0828,15.4321,14.162,15.2416,5122461,24378610,-0.254,-1.6393,4.7592,7.2326,339956606.4,649764794.4308,3510000393.6,70824293,187500002,731250082,-472.3236,1.8283,1.8573,25.1079,
600819.SH,Ò«Æ¤²£Á§,20070209,15.2416,15.1781,16.3529,15.0193,15.7496,4926498,24509659,0.5081,3.3333,4.9751,6.9559,351288493.28,647266413.1542,3627000406.72,70824293,187500002,731250082,-488.0677,1.8892,1.9192,25.9448,
600819.SH,Ò«Æ¤²£Á§,20070212,15.7496,15.7496,16.3847,15.7496,15.9719,3508452,17642026,0.2223,1.4113,5.0284,4.9537,356246193.79,660842407.049,3678187912.46,70824293,187500002,731250082,-494.9558,1.9159,1.9463,26.311,
600819.SH,Ò«Æ¤²£Á§,20070213,15.9719,16.0354,16.1624,15.7179,16.0989,3052346,15356663,0.127,0.7952,5.0311,4.3097,359079165.51,675659407.207,3707437915.74,70824293,187500002,731250082,-498.8918,1.9311,1.9618,26.5202,
600819.SH,Ò«Æ¤²£Á§,20070214,16.0989,16.0989,16.8928,15.8767,16.48,3054731,15778409,0.381,2.3669,5.1652,4.3131,367578080.67,709600807.5691,3795187925.58,70824293,187500002,731250082,-510.6999,1.9768,2.0082,27.1479,
600819.SH,Ò«Æ¤²£Á§,20070215,16.48,16.48,16.7022,16.3212,16.6387,3237144,16839492,0.1588,0.9634,5.202,4.5707,371119295.32,726581257.7502,3831750429.68,70824293,187500002,731250082,-515.6199,1.9959,2.0276,27.4094,
600819.SH,Ò«Æ¤²£Á§,20070216,16.6387,16.7022,18.2899,16.6705,17.3373,5563119,31027804,0.6986,4.1985,5.5774,7.8548,386700639.78,734408407.8337,3992625447.72,70824293,187500002,731250082,-537.2681,2.0797,2.1127,28.5602,
600819.SH,Ò«Æ¤²£Á§,20070226,17.3373,17.5278,19.0837,17.1785,18.798,4422483,25628353,1.4607,8.4249,5.795,6.2443,419279814.56,768683295.6993,4329000485.44,70824293,187500002,731250082,-582.5325,2.2549,2.2907,30.9664,
600819.SH,Ò«Æ¤²£Á§,20070227,18.798,18.7344,19.433,16.9245,16.9245,5550944,31837099,-1.8734,-9.9662,5.7354,7.8376,377493481.69,691428682.3752,3897562937.06,70824293,187500002,731250082,-524.476,2.0302,2.0624,27.8802,
600819.SH,Ò«Æ¤²£Á§,20070228,16.9245,16.9245,18.4169,16.607,18.3534,4624213,25344892,1.4289,8.4428,5.4809,6.5291,409364413.54,715549451.3825,4226625473.96,70824293,187500002,731250082,-568.7563,2.2016,2.2365,30.2341,
600819.SH,Ò«Æ¤²£Á§,20070301,18.3534,18.3852,18.3852,17.0515,17.6866,3403253,18887916,-0.6668,-3.6332,5.55,4.8052,394491312.01,681269407.2669,4073062956.74,70824293,187500002,731250082,-548.0922,2.1216,2.1553,29.1356,
600819.SH,Ò«Æ¤²£Á§,20070302,17.6866,17.5278,19.4648,17.4643,19.4648,10003681,60451150,1.7782,10.0539,6.0429,14.1246,434152916.09,724669638.9798,4482563002.66,70824293,187500002,731250082,-603.1966,2.3349,2.3719,32.0649,
