´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
300121.SZ,Ñô¹È»ªÌ©,20100917,,35,36.8,30.02,30.39,8598042,276263104.7,9.59,46.1058,32.1309,71.6504,364680000,,1823400000,12000000,0,60000000,65.5277,17.1561,6.8281,-2859.5127,
300121.SZ,Ñô¹È»ªÌ©,20100920,30.39,28.8,29.4,27.35,27.35,3627038,100841650.1,-3.04,-10.0033,27.8028,30.2253,328200000,,1641000000,12000000,0,60000000,58.9728,15.4399,6.1451,-2573.4673,
300121.SZ,Ñô¹È»ªÌ©,20100921,27.35,26.51,26.84,25.03,25.08,3412402,87357240.8,-2.27,-8.2998,25.5999,28.4367,300960000,,1504800000,12000000,0,60000000,54.0782,14.1585,5.635,-2359.8743,
300121.SZ,Ñô¹È»ªÌ©,20100927,25.08,25.14,25.68,24.98,25.35,1574683,39860680.8,0.27,1.0766,25.3135,13.1224,304200000,,1521000000,12000000,0,60000000,54.6604,14.3109,5.6957,-2385.2795,
300121.SZ,Ñô¹È»ªÌ©,20100928,25.35,25.5,26.33,25,25.39,1662553,42901106,0.04,0.1578,25.8044,13.8546,304680000,,1523400000,12000000,0,60000000,54.7466,14.3335,5.7047,-2389.0432,
300121.SZ,Ñô¹È»ªÌ©,20100929,25.39,25.02,25.31,24.39,24.51,1444365,35763705.6,-0.88,-3.4659,24.7609,12.0364,294120000,,1470600000,12000000,0,60000000,52.8491,13.8367,5.507,-2306.2407,
300121.SZ,Ñô¹È»ªÌ©,20100930,24.51,24.52,25.97,24.51,25.6,1332739,33971673.9,1.09,4.4472,25.4901,11.1062,307200000,,1536000000,12000000,0,60000000,55.1994,14.452,5.7519,-2408.803,
300121.SZ,Ñô¹È»ªÌ©,20101008,25.6,26,26.28,25.65,26.09,1241113,32256137.5,0.49,1.9141,25.9897,10.3426,313080000,,1565400000,12000000,0,60000000,56.256,14.7286,5.862,-2454.9089,
300121.SZ,Ñô¹È»ªÌ©,20101011,26.09,26.01,26.6,25.85,26.37,1338522,35013360.5,0.28,1.0732,26.1582,11.1544,316440000,,1582200000,12000000,0,60000000,56.8597,14.8867,5.9249,-2481.2554,
300121.SZ,Ñô¹È»ªÌ©,20101012,26.37,26.2,27.18,26.11,26.6,1214446,32451123,0.23,0.8722,26.7209,10.1204,319200000,,1596000000,12000000,0,60000000,57.3556,15.0165,5.9766,-2502.897,
300121.SZ,Ñô¹È»ªÌ©,20101013,26.6,26,26.4,25.6,26.2,1004833,26096325,-0.4,-1.5038,25.9708,8.3736,314400000,,1572000000,12000000,0,60000000,56.4932,14.7907,5.8867,-2465.2593,
300121.SZ,Ñô¹È»ªÌ©,20101014,26.2,26.23,26.38,25.53,25.6,755039,19539434.8,-0.6,-2.2901,25.8787,6.292,307200000,,1536000000,12000000,0,60000000,55.1994,14.452,5.7519,-2408.803,
300121.SZ,Ñô¹È»ªÌ©,20101015,25.6,25.6,25.8,24.85,25.1,780078,19790835.5,-0.5,-1.9531,25.3703,6.5006,301200000,,1506000000,12000000,0,60000000,54.1213,14.1697,5.6395,-2361.7561,
