╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002141.SZ,ом╥А©ь╧и,20070808,26.99,26.53,26.87,26,26.59,1026747,27048312.7,-0.4,-1.482,26.3437,6.3223,431821600,,2159108000,16240000,0,81200000,85.4038,17.0347,3.8939,66.7277,
002141.SZ,ом╥А©ь╧и,20070809,26.59,26.75,26.75,26.05,26.2,873226,22932127.4,-0.39,-1.4667,26.2614,5.377,425488000,,2127440000,16240000,0,81200000,84.1512,16.7848,3.8368,65.749,
002141.SZ,ом╥А©ь╧и,20070810,26.2,26.18,26.47,25.48,26.35,1076815,27920245.1,0.15,0.5725,25.9285,6.6306,427924000,,2139620000,16240000,0,81200000,84.633,16.8809,3.8588,66.1254,
002141.SZ,ом╥А©ь╧и,20070813,26.35,26,26.47,25.7,25.82,575501,14930454.1,-0.53,-2.0114,25.9434,3.5437,419316800,,2096584000,16240000,0,81200000,82.9307,16.5414,3.7812,64.7954,
002141.SZ,ом╥А©ь╧и,20070814,25.82,25.79,26.8,25.79,26.42,822531,21719669.4,0.6,2.3238,26.4059,5.0648,429060800,,2145304000,16240000,0,81200000,84.8578,16.9258,3.869,66.3011,
002141.SZ,ом╥А©ь╧и,20070815,26.42,26.3,26.57,25.88,26.09,670895,17544272.7,-0.33,-1.2491,26.1505,4.1311,423701600,,2118508000,16240000,0,81200000,83.7979,16.7144,3.8207,65.4729,
002141.SZ,ом╥А©ь╧и,20070816,26.09,25.74,26.18,25.57,25.9,591000,15268702.2,-0.19,-0.7282,25.8354,3.6392,420616000,,2103080000,16240000,0,81200000,83.1877,16.5926,3.7929,64.9961,
002141.SZ,ом╥А©ь╧и,20070817,25.9,25.7,26.4,25.7,25.88,428696,11137253.8,-0.02,-0.0772,25.9794,2.6398,420291200,,2101456000,16240000,0,81200000,83.1234,16.5798,3.79,64.9459,
002141.SZ,ом╥А©ь╧и,20070820,25.88,26.1,26.75,26.1,26.35,764563,20191431.4,0.47,1.8161,26.4091,4.7079,427924000,,2139620000,16240000,0,81200000,84.633,16.8809,3.8588,66.1254,
002141.SZ,ом╥А©ь╧и,20070821,26.35,26.34,26.48,25.81,25.86,837863,21789233.2,-0.49,-1.8596,26.0057,5.1593,419966400,,2099832000,16240000,0,81200000,83.0592,16.567,3.787,64.8958,
002141.SZ,ом╥А©ь╧и,20070822,25.86,25.3,26.16,25.3,25.7,677855,17388453,-0.16,-0.6187,25.6522,4.174,417368000,,2086840000,16240000,0,81200000,82.5453,16.4645,3.7636,64.4942,
002141.SZ,ом╥А©ь╧и,20070823,25.7,25.98,25.98,25.36,25.45,738733,18833550.7,-0.25,-0.9728,25.4944,4.5488,413308000,,2066540000,16240000,0,81200000,81.7423,16.3043,3.727,63.8669,
002141.SZ,ом╥А©ь╧и,20070824,25.45,25.45,25.45,25.45,25.45,,,0,0,,,413308000,,2066540000,16240000,0,81200000,81.7423,16.3043,3.727,63.8669,
002141.SZ,ом╥А©ь╧и,20070827,25.45,25.45,25.82,24.65,24.88,985141,24670973.1,-0.57,-2.2397,25.0431,6.0661,404051200,,2020256000,16240000,0,81200000,79.9115,15.9392,3.6435,62.4364,
002141.SZ,ом╥А©ь╧и,20070828,24.88,24.74,25.28,24.7,25.26,737189,18445866.6,0.38,1.5273,25.0219,4.5393,410222400,,2051112000,16240000,0,81200000,81.132,16.1826,3.6992,63.39,
002141.SZ,ом╥А©ь╧и,20070829,25.26,25.2,25.2,24.52,24.61,716355,17741762.8,-0.65,-2.5732,24.7667,4.4111,399666400,,1998332000,16240000,0,81200000,79.0443,15.7662,3.604,61.7589,
002141.SZ,ом╥А©ь╧и,20070830,24.61,24.61,25.25,24.59,24.93,554595,13774733.3,0.32,1.3003,24.8375,3.415,404863200,,2024316000,16240000,0,81200000,80.0721,15.9712,3.6508,62.5619,
002141.SZ,ом╥А©ь╧и,20070831,24.93,24.93,25.36,24.8,25.15,551133,13831901,0.22,0.8825,25.0972,3.3937,408436000,,2042180000,16240000,0,81200000,80.7787,16.1121,3.6831,63.114,
002141.SZ,ом╥А©ь╧и,20070903,25.15,25.34,25.47,25.1,25.18,760804,19176616.7,0.03,0.1193,25.2057,4.6848,408923200,,2044616000,16240000,0,81200000,80.8751,16.1314,3.6875,63.1893,
002141.SZ,ом╥А©ь╧и,20070904,25.18,25.19,25.3,24.95,25,707621,17708875.5,-0.18,-0.7149,25.0259,4.3573,406000000,,2030000000,16240000,0,81200000,80.297,16.0161,3.6611,62.7376,
002141.SZ,ом╥А©ь╧и,20070905,25,25.1,25.97,25,25.38,1092720,27794436.6,0.38,1.52,25.436,6.7286,412171200,,2060856000,16240000,0,81200000,81.5175,16.2595,3.7167,63.6912,
002141.SZ,ом╥А©ь╧и,20070906,25.38,25.66,26.1,25.38,25.91,1332680,34442161.7,0.53,2.0883,25.8443,8.2062,420778400,,2103892000,16240000,0,81200000,83.2198,16.599,3.7944,65.0212,
002141.SZ,ом╥А©ь╧и,20070907,25.91,25.98,25.98,25.04,25.18,917450,23284297.1,-0.73,-2.8174,25.3794,5.6493,408923200,,2044616000,16240000,0,81200000,80.8751,16.1314,3.6875,63.1893,
002141.SZ,ом╥А©ь╧и,20070910,25.18,25,25.1,24.58,24.85,612573,15148401,-0.33,-1.3106,24.7291,3.772,403564000,,2017820000,16240000,0,81200000,79.8152,15.92,3.6391,62.3612,
002141.SZ,ом╥А©ь╧и,20070911,24.85,24.53,24.88,24.31,24.33,782283,19207853.2,-0.52,-2.0926,24.5536,4.817,395119200,,1975596000,16240000,0,81200000,78.145,15.5868,3.563,61.0562,
002141.SZ,ом╥А©ь╧и,20070912,24.33,23.91,25,23.91,24.92,709908,17252604.4,0.59,2.425,24.3026,4.3714,404700800,,2023504000,16240000,0,81200000,80.04,15.9648,3.6494,62.5368,
002141.SZ,ом╥А©ь╧и,20070913,24.92,24.95,25.24,24.66,25.22,682010,17037660.5,0.3,1.2039,24.9815,4.1996,409572800,,2047864000,16240000,0,81200000,81.0036,16.157,3.6933,63.2897,
002141.SZ,ом╥А©ь╧и,20070914,25.22,24.8,25.39,24.8,25.2,483271,12151337.6,-0.02,-0.0793,25.1439,2.9758,409248000,,2046240000,16240000,0,81200000,80.9393,16.1442,3.6904,63.2395,
002141.SZ,ом╥А©ь╧и,20070917,25.2,25.2,26.29,24.7,26.04,1530549,39303388.6,0.84,3.3333,25.6793,9.4246,422889600,,2114448000,16240000,0,81200000,83.6373,16.6823,3.8134,65.3475,
002141.SZ,ом╥А©ь╧и,20070918,26.04,25.75,26.8,25.71,26.2,2277074,60127449.4,0.16,0.6144,26.4056,14.0214,425488000,,2127440000,16240000,0,81200000,84.1512,16.7848,3.8368,65.749,
002141.SZ,ом╥А©ь╧и,20070919,26.2,26,26,24.9,25,800592,20314340.5,-1.2,-4.5802,25.3741,4.9298,406000000,,2030000000,16240000,0,81200000,80.297,16.0161,3.6611,62.7376,
002141.SZ,ом╥А©ь╧и,20070920,25,24.9,25.4,24.65,24.72,516230,12835179.7,-0.28,-1.12,24.8633,3.1788,401452800,,2007264000,16240000,0,81200000,79.3976,15.8367,3.6201,62.0349,
002141.SZ,ом╥А©ь╧и,20070921,24.72,24.69,24.95,24,24.15,669018,16246609.3,-0.57,-2.3058,24.2843,4.1196,392196000,,1960980000,16240000,0,81200000,77.5669,15.4715,3.5366,60.6045,
002141.SZ,ом╥А©ь╧и,20070924,24.15,24.19,24.76,24.19,24.33,357962,8706485.2,0.18,0.7453,24.3224,2.2042,395119200,,1975596000,16240000,0,81200000,78.145,15.5868,3.563,61.0562,
002141.SZ,ом╥А©ь╧и,20070925,24.33,24.29,24.3,23.2,23.21,725046,17141925.3,-1.12,-4.6034,23.6425,4.4646,376930400,,1884652000,16240000,0,81200000,74.5477,14.8693,3.399,58.2456,
002141.SZ,ом╥А©ь╧и,20070926,23.21,23.22,23.69,22.88,22.95,391636,9100477.6,-0.26,-1.1202,23.2371,2.4116,372708000,,1863540000,16240000,0,81200000,73.7126,14.7027,3.3609,57.5931,
002141.SZ,ом╥А©ь╧и,20070927,22.95,22.9,23.6,22.8,23.56,302677,7021361.4,0.61,2.658,23.1975,1.8638,382614400,,1913072000,16240000,0,81200000,75.6719,15.0935,3.4502,59.1239,
002141.SZ,ом╥А©ь╧и,20070928,23.56,23.56,23.66,23.36,23.55,495455,11646491.6,-0.01,-0.0424,23.5067,3.0508,382452000,,1912260000,16240000,0,81200000,75.6397,15.0871,3.4488,59.0988,
002141.SZ,ом╥А©ь╧и,20071008,23.55,23.55,23.55,23.55,23.55,,,0,0,,,382452000,,1912260000,16240000,0,81200000,75.6397,15.0871,3.4488,59.0988,
002141.SZ,ом╥А©ь╧и,20071009,23.55,23.65,23.71,23,23.71,534280,12457217.4,0.16,0.6794,23.3159,3.2899,385050400,,1925252000,16240000,0,81200000,76.1536,15.1896,3.4722,59.5003,
002141.SZ,ом╥А©ь╧и,20071010,23.71,23.8,24,23.53,24,658953,15668930.1,0.29,1.2231,23.7785,4.0576,389760000,,1948800000,16240000,0,81200000,77.0851,15.3754,3.5147,60.2281,
002141.SZ,ом╥А©ь╧и,20071011,24,23.9,25.56,23.57,25,1599473,39650958,1,4.1667,24.79,9.849,406000000,,2030000000,16240000,0,81200000,80.297,16.0161,3.6611,62.7376,
002141.SZ,ом╥А©ь╧и,20071012,25,25,25.39,22.5,25,1126622,27506358.2,0,0,24.4149,6.9373,406000000,,2030000000,16240000,0,81200000,80.297,16.0161,3.6611,62.7376,
002141.SZ,ом╥А©ь╧и,20071015,25,25.16,25.68,24.31,25.25,2283711,57538392.7,0.25,1,25.1951,14.0623,410060000,,2050300000,16240000,0,81200000,81.0999,16.1762,3.6977,63.365,
002141.SZ,ом╥А©ь╧и,20071016,25.25,25.26,25.26,24,24.01,794670,19299138.3,-1.24,-4.9109,24.2857,4.8933,389922400,,1949612000,16240000,0,81200000,77.1172,15.3818,3.5161,60.2532,
002141.SZ,ом╥А©ь╧и,20071017,24.01,23.9,24,23,23.25,960127,22366448.2,-0.76,-3.1653,23.2953,5.9121,377580000,,1887900000,16240000,0,81200000,74.6762,14.8949,3.4048,58.3459,
002141.SZ,ом╥А©ь╧и,20071018,23.25,23.25,23.55,22.5,22.58,427939,9801253.5,-0.67,-2.8817,22.9034,2.6351,366699200,,1833496000,16240000,0,81200000,72.5242,14.4657,3.3067,56.6646,
002141.SZ,ом╥А©ь╧и,20071019,22.58,22.6,22.99,22.52,22.68,287064,6528226.3,0.1,0.4429,22.7414,1.7676,368323200,,1841616000,16240000,0,81200000,72.8454,14.5298,3.3213,56.9155,
002141.SZ,ом╥А©ь╧и,20071022,22.68,21.97,21.97,20.41,20.41,1696290,35098939.1,-2.27,-10.0088,20.6916,8.3561,414323000,,1657292000,20300000,0,81200000,65.5544,13.0755,2.9889,51.219,
002141.SZ,ом╥А©ь╧и,20071023,20.41,20.37,20.64,18.93,19.75,1192602,23171593,-0.66,-3.2337,19.4294,5.8749,400925000,,1603700000,20300000,0,81200000,63.4346,12.6527,2.8923,49.5627,
002141.SZ,ом╥А©ь╧и,20071024,19.75,19.53,19.74,18.95,19.17,745600,14355679.7,-0.58,-2.9367,19.2539,3.6729,389151000,,1556604000,20300000,0,81200000,61.5717,12.2811,2.8073,48.1072,
002141.SZ,ом╥А©ь╧и,20071025,19.17,19.15,19.47,17.9,18.06,853255,15841474.3,-1.11,-5.7903,18.5659,4.2032,366618000,,1466472000,20300000,0,81200000,58.0065,11.57,2.6448,45.3216,
002141.SZ,ом╥А©ь╧и,20071026,18.06,18.06,18.42,17.08,17.51,657483,11522001.8,-0.55,-3.0454,17.5244,3.2388,355453000,,1421812000,20300000,0,81200000,56.24,11.2176,2.5642,43.9414,
002141.SZ,ом╥А©ь╧и,20071029,17.51,17.79,17.79,16.63,17.75,780718,13476019.9,0.24,1.3706,17.2611,3.8459,360325000,,1441300000,20300000,0,81200000,57.0108,11.3714,2.5994,44.5437,
002141.SZ,ом╥А©ь╧и,20071030,17.75,17.75,18.04,17,18.03,616253,10828451.7,0.28,1.5775,17.5714,3.0357,366009000,,1464036000,20300000,0,81200000,57.9102,11.5508,2.6404,45.2463,
002141.SZ,ом╥А©ь╧и,20071031,18.03,18.06,18.65,18.06,18.58,1024831,18836970.8,0.55,3.0505,18.3806,5.0484,377174000,,1508696000,20300000,0,81200000,61.8362,5.2102,2.7209,46.6266,
002141.SZ,ом╥А©ь╧и,20071101,18.58,18.53,18.67,17.15,17.16,663647,11792466.1,-1.42,-7.6426,17.7692,3.2692,348348000,,1393392000,20300000,0,81200000,57.1103,4.812,2.513,43.0631,
002141.SZ,ом╥А©ь╧и,20071102,17.16,17.21,18.88,16.8,18.88,1410883,25578350.6,1.72,10.0233,18.1293,6.9502,383264000,,1533056000,20300000,0,81200000,62.8346,5.2944,2.7649,47.3794,
002141.SZ,ом╥А©ь╧и,20071105,18.88,18.6,18.79,18.02,18.7,1335226,24714475.5,-0.18,-0.9534,18.5096,6.5775,379610000,,1518440000,20300000,0,81200000,62.2356,5.2439,2.7385,46.9277,
002141.SZ,ом╥А©ь╧и,20071106,18.7,18.79,18.79,18,18.3,512547,9377316.4,-0.4,-2.139,18.2955,2.5249,371490000,,1485960000,20300000,0,81200000,60.9043,5.1317,2.6799,45.9239,
002141.SZ,ом╥А©ь╧и,20071107,18.3,18.19,18.69,17.28,17.7,609324,11035704.7,-0.6,-3.2787,18.1114,3.0016,359310000,,1437240000,20300000,0,81200000,58.9075,4.9635,2.5921,44.4182,
002141.SZ,ом╥А©ь╧и,20071108,17.7,17.7,18.28,17.4,17.44,539612,9645788.9,-0.26,-1.4689,17.8754,2.6582,354032000,,1416128000,20300000,0,81200000,58.0421,4.8906,2.554,43.7657,
002141.SZ,ом╥А©ь╧и,20071109,17.44,17.3,17.8,17.16,17.26,434457,7517836,-0.18,-1.0321,17.304,2.1402,350378000,,1401512000,20300000,0,81200000,57.4431,4.8401,2.5276,43.314,
002141.SZ,ом╥А©ь╧и,20071112,17.26,16.99,17.12,15.96,16.01,665019,10949664.3,-1.25,-7.2422,16.4652,3.276,325003000,,1300012000,20300000,0,81200000,53.283,4.4896,2.3446,40.1771,
002141.SZ,ом╥А©ь╧и,20071113,16.01,16.08,16.45,16,16.3,536029,8657907.5,0.29,1.8114,16.1519,2.6405,330890000,,1323560000,20300000,0,81200000,54.2481,4.5709,2.387,40.9049,
002141.SZ,ом╥А©ь╧и,20071114,16.3,16.33,16.99,16.32,16.96,499821,8322921.7,0.66,4.0491,16.6518,2.4622,344288000,,1377152000,20300000,0,81200000,56.4447,4.756,2.4837,42.5612,
002141.SZ,ом╥А©ь╧и,20071115,16.96,16.77,16.89,16.5,16.6,400262,6670406.8,-0.36,-2.1226,16.6651,1.9717,336980000,,1347920000,20300000,0,81200000,55.2465,4.655,2.431,41.6578,
002141.SZ,ом╥А©ь╧и,20071116,16.6,16.6,17.21,16.15,17.11,504151,8477299.6,0.51,3.0723,16.815,2.4835,347333000,,1389332000,20300000,0,81200000,56.9439,4.798,2.5057,42.9376,
002141.SZ,ом╥А©ь╧и,20071119,17.11,17.13,18.33,17.11,18.04,1313474,23564016.1,0.93,5.4354,17.9402,6.4703,366212000,,1464848000,20300000,0,81200000,60.039,5.0588,2.6418,45.2714,
002141.SZ,ом╥А©ь╧и,20071120,18.04,18.02,18.09,17.6,17.71,642586,11474105.1,-0.33,-1.8293,17.8561,3.1654,359513000,,1438052000,20300000,0,81200000,58.9407,4.9663,2.5935,44.4433,
002141.SZ,ом╥А©ь╧и,20071121,17.71,17.69,18.8,17.6,18.43,1324940,24354548,0.72,4.0655,18.3816,6.5268,374129000,,1496516000,20300000,0,81200000,61.337,5.1682,2.699,46.2501,
002141.SZ,ом╥А©ь╧и,20071122,18.43,18.25,18.5,17.25,17.26,868814,15563752.6,-1.17,-6.3483,17.9138,4.2799,350378000,,1401512000,20300000,0,81200000,57.4431,4.8401,2.5276,43.314,
002141.SZ,ом╥А©ь╧и,20071123,17.26,16.6,17.47,16.38,16.95,485041,8143588.3,-0.31,-1.7961,16.7895,2.3894,344085000,,1376340000,20300000,0,81200000,56.4114,4.7531,2.4822,42.5361,
002141.SZ,ом╥А©ь╧и,20071126,16.95,17.18,17.4,16.8,16.85,401779,6877521.2,-0.1,-0.59,17.1177,1.9792,342055000,,1368220000,20300000,0,81200000,56.0786,4.7251,2.4676,42.2851,
002141.SZ,ом╥А©ь╧и,20071127,16.85,16.95,16.95,16.46,16.47,360338,6005173.3,-0.38,-2.2552,16.6654,1.7751,334341000,,1337364000,20300000,0,81200000,54.8139,4.6185,2.4119,41.3315,
002141.SZ,ом╥А©ь╧и,20071128,16.47,16.56,16.97,16.47,16.59,202809,3376030.6,0.12,0.7286,16.6464,0.9991,336777000,,1347108000,20300000,0,81200000,55.2133,4.6522,2.4295,41.6327,
002141.SZ,ом╥А©ь╧и,20071129,16.59,16.59,17.17,16.59,17.06,404003,6844924.9,0.47,2.833,16.9428,1.9902,346318000,,1385272000,20300000,0,81200000,56.7775,4.784,2.4983,42.8121,
002141.SZ,ом╥А©ь╧и,20071130,17.06,17.17,17.34,16.73,16.83,356039,6065709.2,-0.23,-1.3482,17.0366,1.7539,341649000,,1366596000,20300000,0,81200000,56.012,4.7195,2.4647,42.2349,
002141.SZ,ом╥А©ь╧и,20071203,16.83,16.9,16.95,16.52,16.88,235163,3940640.2,0.05,0.2971,16.7571,1.1584,342664000,,1370656000,20300000,0,81200000,56.1784,4.7335,2.472,42.3604,
002141.SZ,ом╥А©ь╧и,20071204,16.88,16.9,17.5,16.89,16.98,243079,4144502.5,0.1,0.5924,17.05,1.1974,344694000,,1378776000,20300000,0,81200000,56.5112,4.7616,2.4866,42.6114,
002141.SZ,ом╥А©ь╧и,20071205,16.98,16.82,17.5,16.81,17.36,604920,10471866.7,0.38,2.2379,17.3112,2.9799,352408000,,1409632000,20300000,0,81200000,57.7759,4.8681,2.5423,43.565,
002141.SZ,ом╥А©ь╧и,20071206,17.36,17.36,17.74,17.2,17.3,370616,6451899.6,-0.06,-0.3456,17.4086,1.8257,351190000,,1404760000,20300000,0,81200000,57.5762,4.8513,2.5335,43.4144,
002141.SZ,ом╥А©ь╧и,20071207,17.3,17.32,17.71,17.31,17.69,390586,6863069.6,0.39,2.2543,17.5712,1.9241,359107000,,1436428000,20300000,0,81200000,58.8742,4.9607,2.5906,44.3931,
002141.SZ,ом╥А©ь╧и,20071210,17.69,17.4,18.2,17.28,18.02,698699,12557396,0.33,1.8655,17.9725,3.4419,365806000,,1463224000,20300000,0,81200000,59.9725,5.0532,2.6389,45.2212,
002141.SZ,ом╥А©ь╧и,20071211,18.02,18.14,18.47,17.81,18.11,753755,13602732.2,0.09,0.4994,18.0466,3.7131,367633000,,1470532000,20300000,0,81200000,60.272,5.0784,2.6521,45.4471,
002141.SZ,ом╥А©ь╧и,20071212,18.11,18,18.49,18,18.13,689273,12577134,0.02,0.1104,18.247,3.3954,368039000,,1472156000,20300000,0,81200000,60.3385,5.084,2.655,45.4973,
002141.SZ,ом╥А©ь╧и,20071213,18.13,18.15,18.98,18.13,18.32,1345429,25083973.4,0.19,1.048,18.6438,6.6277,371896000,,1487584000,20300000,0,81200000,60.9709,5.1373,2.6829,45.9741,
002141.SZ,ом╥А©ь╧и,20071214,18.32,18.09,18.48,17.73,18.39,632570,11444226.4,0.07,0.3821,18.0916,3.1161,373317000,,1493268000,20300000,0,81200000,61.2038,5.157,2.6931,46.1498,
002141.SZ,ом╥А©ь╧и,20071217,18.39,18.58,19.1,18.39,18.81,860809,16181325.4,0.42,2.2838,18.7978,4.2404,381843000,,1527372000,20300000,0,81200000,62.6017,5.2747,2.7546,47.2038,
002141.SZ,ом╥А©ь╧и,20071218,18.81,18.81,18.98,18.12,18.2,502536,9266846.5,-0.61,-3.243,18.4402,2.4755,369460000,,1477840000,20300000,0,81200000,60.5715,5.1037,2.6653,45.673,
002141.SZ,ом╥А©ь╧и,20071219,18.2,18.25,18.6,18.25,18.31,397916,7332763.2,0.11,0.6044,18.4279,1.9602,371693000,,1486772000,20300000,0,81200000,60.9376,5.1345,2.6814,45.949,
002141.SZ,ом╥А©ь╧и,20071220,18.31,18.27,18.78,18.27,18.66,496760,9176645.5,0.35,1.9115,18.473,2.4471,378798000,,1515192000,20300000,0,81200000,62.1024,5.2327,2.7326,46.8273,
002141.SZ,ом╥А©ь╧и,20071221,18.66,18.6,19.08,18.6,19,786858,14827129.1,0.34,1.8221,18.8435,3.8761,385700000,,1542800000,20300000,0,81200000,63.234,5.328,2.7824,47.6806,
002141.SZ,ом╥А©ь╧и,20071224,19,19.01,19.78,18.99,19.14,1136626,22051099.2,0.14,0.7368,19.4005,5.5991,388542000,,1554168000,20300000,0,81200000,63.6999,5.3673,2.8029,48.0319,
002141.SZ,ом╥А©ь╧и,20071225,19.14,19.09,19.93,19.02,19.81,874957,17166431.1,0.67,3.5005,19.6197,4.3101,402143000,,1608572000,20300000,0,81200000,65.9298,5.5552,2.9011,49.7133,
002141.SZ,ом╥А©ь╧и,20071226,19.81,19.88,20.3,19.66,20.28,987455,19813367.6,0.47,2.3725,20.0651,4.8643,411684000,,1646736000,20300000,0,81200000,67.494,5.687,2.9699,50.8927,
002141.SZ,ом╥А©ь╧и,20071227,20.28,20.49,20.99,20.3,20.48,1098848,22610494,0.2,0.9862,20.5765,5.413,415744000,,1662976000,20300000,0,81200000,68.1596,5.743,2.9992,51.3946,
002141.SZ,ом╥А©ь╧и,20071228,20.48,20.32,20.4,19.81,19.89,933132,18696494.9,-0.59,-2.8809,20.0363,4.5967,403767000,,1615068000,20300000,0,81200000,66.196,5.5776,2.9128,49.914,
002141.SZ,ом╥А©ь╧и,20080102,19.89,19.55,21.29,19.55,20.88,898149,18563564.3,0.99,4.9774,20.6687,4.4244,423864000,,1695456000,20300000,0,81200000,69.4908,5.8552,2.5115,68.4639,
002141.SZ,ом╥А©ь╧и,20080103,20.88,20.88,21.48,20.58,20.85,842255,17800813.6,-0.03,-0.1437,21.1347,4.149,423255000,,1693020000,20300000,0,81200000,69.391,5.8468,2.5079,68.3655,
002141.SZ,ом╥А©ь╧и,20080104,20.85,20.81,20.99,20.3,20.53,733361,15034796,-0.32,-1.5348,20.5012,3.6126,416759000,,1667036000,20300000,0,81200000,68.326,5.7571,2.4694,67.3162,
002141.SZ,ом╥А©ь╧и,20080107,20.53,20.59,20.89,20.31,20.65,650949,13444595.4,0.12,0.5845,20.6538,3.2066,419195000,,1676780000,20300000,0,81200000,68.7254,5.7907,2.4839,67.7097,
002141.SZ,ом╥А©ь╧и,20080108,20.65,20.46,20.88,19.54,19.79,887112,17887639.2,-0.86,-4.1646,20.1639,4.37,401737000,,1606948000,20300000,0,81200000,65.8632,5.5495,2.3804,64.8898,
002141.SZ,ом╥А©ь╧и,20080109,19.79,19.69,20.27,19.51,20.25,572903,11445888.1,0.46,2.3244,19.9788,2.8222,411075000,,1644300000,20300000,0,81200000,67.3941,5.6785,2.4358,66.3981,
002141.SZ,ом╥А©ь╧и,20080110,20.25,20.2,20.25,19.92,19.95,794569,15925232,-0.3,-1.4815,20.0426,3.9141,404985000,,1619940000,20300000,0,81200000,66.3957,5.5944,2.3997,65.4145,
002141.SZ,ом╥А©ь╧и,20080111,19.95,19.8,20.58,19.72,20.58,836375,16922948.3,0.63,3.1579,20.2337,4.1201,417774000,,1671096000,20300000,0,81200000,68.4924,5.7711,2.4755,67.4802,
002141.SZ,ом╥А©ь╧и,20080114,20.58,20.75,21.4,20.58,21,1036978,21818785.6,0.42,2.0408,21.0407,5.1083,426300000,,1705200000,20300000,0,81200000,69.8902,5.8889,2.526,68.8573,
