代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
430489.BJ,佳先股份,20140520,,12,12,12,12,1000,12000,,,12,,0,,261360000,0,0,21780000,18.3971,3.4063,2.4691,-22.372,
430489.BJ,佳先股份,20140521,12,12,12,12,12,3000,36000,0,0,12,,0,,261360000,0,0,21780000,18.3971,3.4063,2.4691,-22.372,
430489.BJ,佳先股份,20140522,12,11.6,11.6,11.6,11.6,1000,11600,-0.4,-3.3333,11.6,,0,,252648000,0,0,21780000,17.7839,3.2928,2.3868,-21.6262,
430489.BJ,佳先股份,20140523,11.6,11.6,11.6,11.6,11.6,,,0,0,,,0,,252648000,0,0,21780000,17.7839,3.2928,2.3868,-21.6262,
430489.BJ,佳先股份,20140526,11.6,11.6,11.6,11.6,11.6,,,0,0,,,0,,252648000,0,0,21780000,17.7839,3.2928,2.3868,-21.6262,
430489.BJ,佳先股份,20140527,11.6,10.98,10.98,10.98,10.98,5000,54900,-0.62,-5.3448,10.98,,0,,239144400,0,0,21780000,16.8334,3.1168,2.2592,-20.4704,
430489.BJ,佳先股份,20140528,10.98,10.98,10.98,10.98,10.98,,,0,0,,,0,,239144400,0,0,21780000,16.8334,3.1168,2.2592,-20.4704,
430489.BJ,佳先股份,20140529,10.98,10.98,10.98,10.98,10.98,,,0,0,,,0,,239144400,0,0,21780000,16.8334,3.1168,2.2592,-20.4704,
430489.BJ,佳先股份,20140530,10.98,10,10,10,10,13000,131400,-0.98,-8.9253,10.1077,,0,,217800000,0,0,21780000,15.3309,2.8386,2.0576,-18.6433,
430489.BJ,佳先股份,20140603,10,10,10,10,10,,,0,0,,,0,,217800000,0,0,21780000,15.3309,2.8386,2.0576,-18.6433,
430489.BJ,佳先股份,20140604,10,12.49,12.49,12.49,12.49,39700,474500,2.49,24.9,11.9521,,0,,272032200,0,0,21780000,19.1483,3.5454,2.5699,-23.2855,
430489.BJ,佳先股份,20140605,12.49,12.3,12.3,12.3,12.3,5000,61500,-0.19,-1.5212,12.3,,0,,267894000,0,0,21780000,18.857,3.4915,2.5308,-22.9313,
430489.BJ,佳先股份,20140606,12.3,12,12.1,12,12.03,8000,96200,-0.27,-2.1951,12.025,,0,,262013400,0,0,21780000,18.4431,3.4148,2.4752,-22.4279,
430489.BJ,佳先股份,20140609,12.03,12.03,12.03,12.03,12.03,,,0,0,,,0,,263538000,0,0,21780000,18.5504,3.4347,2.4896,-22.5584,
430489.BJ,佳先股份,20140610,12.03,12.03,12.03,12.03,12.03,,,0,0,,,0,,263538000,0,0,21780000,18.5504,3.4347,2.4896,-22.5584,
430489.BJ,佳先股份,20140611,12.03,10.9364,10.9364,10.9364,10.9364,12000,132000,-1.0936,-9.0909,11,,0,,239580000,0,0,21780000,16.864,3.1225,2.2633,-20.5076,
430489.BJ,佳先股份,20140612,10.9364,10.9364,10.9364,10.9364,10.9364,,,0,0,,,0,,239580000,0,0,21780000,16.864,3.1225,2.2633,-20.5076,
430489.BJ,佳先股份,20140613,10.9364,10.4194,10.4194,10.4194,10.4194,1000,10500,-0.517,-4.7273,10.5,,0,,228254400,0,0,21780000,16.0668,2.9748,2.1563,-19.5382,
