´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603351.SH,Íþ¶ûÒ©Òµ,20190130,,42.6,51.12,42.6,51.12,53802,2745246,15.62,44,51.025,0.3228,852001704,,3408001704,16666700,0,66666700,31.2935,5.8068,4.2523,-90.4021,
603351.SH,Íþ¶ûÒ©Òµ,20190131,51.12,56.23,56.23,56.23,56.23,70790,3980522,5.11,9.9961,56.23,0.4247,937168541,,3748668541,16666700,0,66666700,34.4217,6.3873,4.6774,-99.4387,
603351.SH,Íþ¶ûÒ©Òµ,20190201,56.23,61.85,61.85,61.85,61.85,278091,17199928,5.62,9.9947,61.85,1.6685,1030835395,,4123335395,16666700,0,66666700,37.862,7.0257,5.1448,-109.3773,
603351.SH,Íþ¶ûÒ©Òµ,20190211,61.85,60,62.13,57.01,61.03,7330654,437748466,-0.82,-1.3258,59.7148,43.9838,1017168701,,4068668701,16666700,0,66666700,37.36,6.9325,5.0766,-107.9272,
603351.SH,Íþ¶ûÒ©Òµ,20190212,61.03,60,65,59.65,63.14,7806775,489046346,2.11,3.4573,62.6438,46.8406,1052335438,,4209335438,16666700,0,66666700,38.6517,7.1722,5.2521,-111.6586,
603351.SH,Íþ¶ûÒ©Òµ,20190213,63.14,61.31,63.1,60.66,62.31,5383044,334002765,-0.83,-1.3145,62.0472,32.2982,1038502077,,4154002077,16666700,0,66666700,38.1436,7.0779,5.1831,-110.1908,
603351.SH,Íþ¶ûÒ©Òµ,20190214,62.31,61.54,63.43,60.73,61.78,4478176,278067533,-0.53,-0.8506,62.0939,26.869,1029668726,,4118668726,16666700,0,66666700,37.8192,7.0177,5.139,-109.2535,
603351.SH,Íþ¶ûÒ©Òµ,20190215,61.78,61.5,63.19,61.03,62.25,4157570,259145311,0.47,0.7608,62.331,24.9454,1037502075,,4150002075,16666700,0,66666700,38.1069,7.0711,5.1781,-110.0847,
603351.SH,Íþ¶ûÒ©Òµ,20190218,62.25,62.24,64.11,61.22,64.02,4744418,297858314,1.77,2.8434,62.7808,28.4665,1067002134,,4268002134,16666700,0,66666700,39.1904,7.2721,5.3253,-113.2148,
603351.SH,Íþ¶ûÒ©Òµ,20190219,64.02,63.53,64.5,62.43,62.61,4558992,288795667,-1.41,-2.2024,63.3464,27.3539,1043502087,,4174002087,16666700,0,66666700,38.3273,7.112,5.2081,-110.7213,
