¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
603833.SH,≈∑≈…º“æ”,20170328,,72.12,72.12,72.12,72.12,13633,983212,22.04,44.0096,72.12,0.0328,2993701200,,29936370997.44,41510000,0,415091112,31.5265,10.3872,4.1962,105.9964,
603833.SH,≈∑≈…º“æ”,20170329,72.12,79.33,79.33,79.33,79.33,6996,554993,7.21,9.9972,79.33,0.0169,3292988300,,32929177914.96,41510000,0,415091112,34.6783,11.4256,4.6157,116.5931,
603833.SH,≈∑≈…º“æ”,20170330,79.33,87.26,87.26,87.26,87.26,9696,846073,7.93,9.9962,87.26,0.0234,3622162600,,36220850433.12,41510000,0,415091112,38.1448,12.5678,5.0771,128.248,
603833.SH,≈∑≈…º“æ”,20170331,87.26,95.99,95.99,95.99,95.99,60525,5809795,8.73,10.0046,95.99,0.1458,3984544900,,39844595840.88,41510000,0,415091112,41.961,13.8251,5.5851,141.0787,
603833.SH,≈∑≈…º“æ”,20170405,95.99,105.59,105.59,105.59,105.59,175453,18526082,9.6,10.001,105.59,0.4227,4383040900,,43829470516.08,41510000,0,415091112,46.1576,15.2078,6.1436,155.188,
603833.SH,≈∑≈…º“æ”,20170406,105.59,110,116.15,105.6,116.15,13385729,1505257116,10.56,10.0009,112.4524,32.247,4821386500,,48212832658.8,41510000,0,415091112,50.7738,16.7287,6.7581,170.7083,
603833.SH,≈∑≈…º“æ”,20170407,116.15,119.6,125.18,112.42,113.99,14809769,1761114544,-2.16,-1.8597,118.9157,35.6776,4731724900,,47316235856.88,41510000,0,415091112,49.8295,16.4176,6.6324,167.5337,
603833.SH,≈∑≈…º“æ”,20170410,113.99,109,117.02,108.01,114.99,9094744,1030472157,1,0.8773,113.3041,21.9098,4773234900,,47731326968.88,41510000,0,415091112,50.2667,16.5616,6.6906,169.0034,
603833.SH,≈∑≈…º“æ”,20170411,114.99,111.2,114.2,106,108.76,7565538,831264915,-6.23,-5.4179,109.8752,18.2258,4514627600,,45145309341.12,41510000,0,415091112,47.5433,15.6643,6.3281,159.8471,
603833.SH,≈∑≈…º“æ”,20170412,108.76,110.11,110.99,101.38,102.21,6564538,697542329,-6.55,-6.0224,106.2592,15.8144,4242737100,,42426462557.52,41510000,0,415091112,44.68,14.721,5.947,150.2204,
603833.SH,≈∑≈…º“æ”,20170413,102.21,100.1,107.26,100.06,105.93,6081405,640546960,3.72,3.6396,105.3288,14.6505,4397154300,,43970601494.16,41510000,0,415091112,46.3062,15.2567,6.1634,155.6877,
603833.SH,≈∑≈…º“æ”,20170414,105.93,104.4,105.3,102.4,102.94,2960211,306631985,-2.99,-2.8226,103.5845,7.1313,4273039400,,42729479069.28,41510000,0,415091112,44.9991,14.8261,5.9894,151.2933,
603833.SH,≈∑≈…º“æ”,20170417,102.94,99.62,105.32,99.1,104.06,3959694,409989247,1.12,1.088,103.5406,9.5391,4319530600,,43194381114.72,41510000,0,415091112,45.4887,14.9874,6.0546,152.9394,
603833.SH,≈∑≈…º“æ”,20170418,104.06,104.36,109.9,104.08,106.2,3908021,420215308,2.14,2.0565,107.5264,9.4146,4408362000,,44082676094.4,41510000,0,415091112,46.4242,15.2956,6.1791,156.0846,
