代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
002451.SZ,摩恩电气,20100720,,16.01,17.5,16.01,16.52,25254047,422678997.3,6.52,65.2,16.7371,86.2502,483705600,,2418528000,29280000,0,146400000,53.6504,9.1082,6.988,848.7048,
002451.SZ,摩恩电气,20100721,16.52,15.55,17.49,15.48,16.74,18952764,310565213.3,0.22,1.3317,16.3863,64.7294,490147200,,2450736000,29280000,0,146400000,54.3648,9.2295,7.0811,860.0072,
002451.SZ,摩恩电气,20100722,16.74,16.2,16.99,16.01,16.54,12062177,198948904.9,-0.2,-1.1947,16.4936,41.196,484291200,,2421456000,29280000,0,146400000,53.7153,9.1192,6.9965,849.7324,
002451.SZ,摩恩电气,20100723,16.54,16.49,17.66,16.33,17.36,12659345,215108657.4,0.82,4.9577,16.9921,43.2355,508300800,,2541504000,29280000,0,146400000,56.3783,9.5713,7.3433,891.8593,
002451.SZ,摩恩电气,20100726,17.36,17.22,17.64,16.98,17.23,8377017,144497997.1,-0.13,-0.7488,17.2493,28.61,504494400,,2522472000,29280000,0,146400000,55.9561,9.4997,7.2883,885.1807,
002451.SZ,摩恩电气,20100727,17.23,17.13,17.29,16.68,16.76,6339039,106984426.9,-0.47,-2.7278,16.8771,21.6497,490732800,,2453664000,29280000,0,146400000,54.4298,9.2405,7.0895,861.0347,
002451.SZ,摩恩电气,20100728,16.76,16.65,17.2,16.55,17.19,6551991,110724812.9,0.43,2.5656,16.8994,22.377,503323200,,2516616000,29280000,0,146400000,55.8262,9.4776,7.2714,883.1257,
002451.SZ,摩恩电气,20100729,17.19,17.19,17.65,17,17.2,7225650,124819791.9,0.01,0.0582,17.2745,24.6778,503616000,,2518080000,29280000,0,146400000,55.8587,9.4831,7.2756,883.6394,
002451.SZ,摩恩电气,20100730,17.2,17,18.13,16.82,17.84,8482104,147847567.7,0.64,3.7209,17.4305,28.9689,522355200,,2611776000,29280000,0,146400000,57.9372,9.836,7.5464,916.519,
002451.SZ,摩恩电气,20100802,17.84,17.72,18.23,17.64,17.86,7804507,140053864.5,0.02,0.1121,17.9453,26.6547,522940800,,2614704000,29280000,0,146400000,58.0021,9.847,7.5548,917.5465,
002451.SZ,摩恩电气,20100803,17.86,17.79,17.99,17.21,17.23,6280683,110325590.5,-0.63,-3.5274,17.5659,21.4504,504494400,,2522472000,29280000,0,146400000,55.9561,9.4997,7.2883,885.1807,
