´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
301263.SZ,Ì©¶÷¿µ,20220329,,31,39.93,30,34.94,39458228,1301657423,15.01,75.3136,32.9882,77.5589,1777579243.42,,8259379250,50875193,0,236387500,68.7904,12.3424,12.6358,187.2184,
301263.SZ,Ì©¶÷¿µ,20220330,34.94,33.91,37.36,32.82,32.97,35041869,1220791587,-1.97,-5.6382,34.8381,68.8781,1677355113.21,,7793695875,50875193,0,236387500,64.9118,11.6465,11.9233,176.6626,
301263.SZ,Ì©¶÷¿µ,20220331,32.97,31.61,34.5,30.21,30.53,31868993,1040669883,-2.44,-7.4007,32.6546,62.6415,1553219642.29,,7216910375,50875193,0,236387500,60.1079,10.7846,11.0409,163.5883,
301263.SZ,Ì©¶÷¿µ,20220401,30.53,28.5,29.38,26.97,28.52,26706148,752426595,-2.01,-6.5837,28.1743,52.4935,1450960504.36,,6741771500,50875193,0,236387500,56.1506,10.0745,10.314,152.8182,
301263.SZ,Ì©¶÷¿µ,20220406,28.52,29.5,31.25,28.75,28.97,23739807,716607270,0.45,1.5778,30.1859,46.6628,1473854341.21,,6848145875,50875193,0,236387500,57.0365,10.2335,10.4768,155.2294,
301263.SZ,Ì©¶÷¿µ,20220407,28.97,28.03,34.76,27.71,34.76,28304119,875565796,5.79,19.9862,30.9342,55.6344,1768421708.68,,8216829500,50875193,0,236387500,68.436,12.2788,12.5707,186.2539,
301263.SZ,Ì©¶÷¿µ,20220408,34.76,32.33,32.7,28.28,28.28,26212392,809703164,-6.48,-18.6421,30.8901,51.5229,1438750458.04,,6685038500,50875193,0,236387500,55.6781,9.9898,10.2272,151.5322,
301263.SZ,Ì©¶÷¿µ,20220411,28.28,27.67,30.23,27.33,28.32,17680789,513272095,0.04,0.1414,29.0299,34.7533,1440785465.76,,6694494000,50875193,0,236387500,55.7568,10.0039,10.2417,151.7466,
301263.SZ,Ì©¶÷¿µ,20220412,28.32,28.28,30.1,27.4,29.47,17886688,519062573,1.15,4.0607,29.0195,35.158,1499291937.71,,6966339625,50875193,0,236387500,58.0209,10.4101,10.6576,157.9086,
301263.SZ,Ì©¶÷¿µ,20220413,29.47,29.5,32.4,28.7,30.65,20935180,637809899,1.18,4.0041,30.4659,41.1501,1559324665.45,,7245276875,50875193,0,236387500,60.3441,10.8269,11.0843,164.2314,
301263.SZ,Ì©¶÷¿µ,20220414,30.65,30.26,30.59,28.43,29,18271087,539608939,-1.65,-5.3834,29.5335,35.9135,1475380597,,6855237500,50875193,0,236387500,57.0956,10.2441,10.4876,155.3902,
