代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600540.SH,新赛股份,20070104,7.8842,7.8842,8.0349,7.4992,7.5494,3692974,16834250,-0.3348,-4.2463,4.5585,4.6628,357192000,,811800000,79200000,0,180000000,44.2551,1.4295,1.331,-15.9135,
600540.SH,新赛股份,20070105,7.5494,7.5327,7.7503,7.382,7.7503,2597529,11713798,0.2009,2.6608,4.5096,3.2797,366696000,,833400000,79200000,0,180000000,45.4326,1.4675,1.3665,-16.3369,
600540.SH,新赛股份,20070108,7.7503,7.6499,8.0851,7.6499,8.0683,2439650,11497705,0.318,4.1037,4.7129,3.0804,381744000,,867600000,79200000,0,180000000,47.297,1.5277,1.4225,-17.0073,
600540.SH,新赛股份,20070109,8.0683,8.1186,8.3194,8.0181,8.2525,2734644,13369418,0.1841,2.2822,4.8889,3.4528,390456000,,887400000,79200000,0,180000000,48.3764,1.5626,1.455,-17.3954,
600540.SH,新赛股份,20070110,8.2525,8.2692,8.3027,8.0349,8.3027,3581270,17509422,0.0502,0.6085,4.8892,4.5218,392832000,,892800000,79200000,0,180000000,48.6708,1.5721,1.4638,-17.5013,
600540.SH,新赛股份,20070111,8.3027,8.3027,8.6207,8.2525,8.4199,4591677,23252650,0.1172,1.4113,5.0641,5.7976,398376000,,905400000,79200000,0,180000000,49.3577,1.5943,1.4845,-17.7483,
600540.SH,新赛股份,20070112,8.4199,8.3529,8.4868,7.8675,7.8675,3304314,16144760,-0.5524,-6.5606,4.886,4.1721,372240000,,846000000,79200000,0,180000000,46.1195,1.4897,1.3871,-16.5839,
600540.SH,新赛股份,20070115,7.8675,7.834,8.3696,7.8172,8.3529,2949487,14401453,0.4854,6.1702,4.8827,3.7241,395208000,,898200000,79200000,0,180000000,48.9652,1.5816,1.4727,-17.6072,
600540.SH,新赛股份,20070116,8.3529,8.3696,8.6207,8.1688,8.6207,6283645,31585685,0.2678,3.2064,5.0267,7.9339,407880000,,927000000,79200000,0,180000000,50.5352,1.6323,1.5199,-18.1717,
600540.SH,新赛股份,20070117,8.6207,8.5873,8.8383,8.3696,8.537,7330205,37920750,-0.0837,-0.9709,5.1732,9.2553,403920000,,918000000,79200000,0,180000000,50.0446,1.6165,1.5052,-17.9953,
600540.SH,新赛股份,20070118,8.537,8.5538,8.989,8.537,8.9723,7791481,41023499,0.4352,5.098,5.2652,9.8377,424512000,,964800000,79200000,0,180000000,52.5959,1.6989,1.5819,-18.9127,
600540.SH,新赛股份,20070119,8.9723,8.8718,9.8762,8.8718,9.8762,12770684,71608409,0.9039,10.0746,5.6072,16.1246,467280000,,1062000000,79200000,0,180000000,57.8947,1.87,1.7413,-20.8181,
600540.SH,新赛股份,20070122,9.8762,10.5457,10.596,10.0436,10.4453,21499466,131432656,0.5691,5.7627,6.1133,27.1458,494208000,,1123200000,79200000,0,180000000,61.231,1.9778,1.8416,-22.0178,
600540.SH,新赛股份,20070123,10.4453,10.3449,10.3449,9.8929,10.1942,8727147,52729290,-0.2511,-2.4038,6.042,11.0191,482328000,,1096200000,79200000,0,180000000,59.7591,1.9302,1.7973,-21.4885,
600540.SH,新赛股份,20070124,10.1942,10.1942,10.5457,10.0603,10.2612,5694079,35144816,0.067,0.6568,6.1722,7.1895,485496000,,1103400000,79200000,0,180000000,60.1516,1.9429,1.8092,-21.6296,
600540.SH,新赛股份,20070125,10.2612,10.0268,10.1105,9.3573,9.4075,6194715,35952814,-0.8537,-8.3197,5.8038,7.8216,445104000,,1011600000,79200000,0,180000000,55.1472,1.7813,1.6586,-19.8301,
600540.SH,新赛股份,20070126,9.4075,9.2903,9.4075,8.7212,9.2233,4446660,24141224,-0.1841,-1.9573,5.4291,5.6145,436392000,,991800000,79200000,0,180000000,54.0678,1.7464,1.6262,-19.442,
